user_id,ab_group,ts,pdate,session_number
3E69ZO0RJrEWACi28XaTPg==,A,2023-05-04T10:07:39.858666Z,2023-05-04,2
3GsYmewRRswWABqG8XaTPg==,B,2023-05-03T05:00:41.797222Z,2023-05-03,1
3GsYmewRRswWABqG8XaTPg==,B,2023-05-03T05:04:14.842627Z,2023-05-03,1
3GsYmewRRswWABqG8XaTPg==,B,2023-05-03T05:04:49.019558Z,2023-05-03,1
3GsYmewRRswWABqG8XaTPg==,B,2023-05-03T05:05:06.204340Z,2023-05-03,1
3GsYmewRRswWABqG8XaTPg==,B,2023-05-03T05:11:32.321285Z,2023-05-03,1
3GsYmewRRswWABqG8XaTPg==,B,2023-05-03T05:12:26.077978Z,2023-05-03,1
3GsYmewRRswWABqG8XaTPg==,B,2023-05-03T05:14:40.687698Z,2023-05-03,1
3GsYmewRRswWABqG8XaTPg==,B,2023-05-03T05:17:21.419809Z,2023-05-03,1
3GsYmewRRswWABqG8XaTPg==,B,2023-05-03T05:17:45.520200Z,2023-05-03,1
3GsYmewRRswWABqG8XaTPg==,B,2023-05-03T05:18:12.137282Z,2023-05-03,1
4BNABuYRf+8WAKmUYvZgPg==,A,2023-05-03T07:31:46.831712Z,2023-05-03,1
4BNABuYRf+8WAKmUYvZgPg==,A,2023-05-03T07:39:39.146694Z,2023-05-03,1
9HKAHegRBmoWAAqW6VfbPg==,A,2023-05-01T07:19:36.837991Z,2023-05-01,1
9HKAHegRBmoWAAqW6VfbPg==,A,2023-05-01T07:28:04.131532Z,2023-05-01,1
9HKAHegRBmoWAAqW6VfbPg==,A,2023-05-01T07:33:38.762664Z,2023-05-01,1
9HKAHegRBmoWAAqW6VfbPg==,A,2023-05-01T07:35:11.687785Z,2023-05-01,1
CNlROesRiq0WAKmf8XaTPg==,A,2023-05-01T13:33:03.091067Z,2023-05-01,1
CNlROesRiq0WAKmf8XaTPg==,A,2023-05-01T13:34:14.993136Z,2023-05-01,1
CNlROesRiq0WAKmf8XaTPg==,A,2023-05-01T13:50:05.085239Z,2023-05-01,1
CkIBDFQ8sF2Iz2v5A1dcAg==,A,2023-05-01T12:34:18.732048Z,2023-05-01,1
CkIBDFQ8sF2Iz2v5A1dcAg==,A,2023-05-01T12:39:56.669793Z,2023-05-01,1
CkIBDFQCusBsUkoQA0/DAg==,B,2023-05-01T04:23:26.682765Z,2023-05-01,1
CkIBDFQCusBsUkoQA0/DAg==,B,2023-05-01T04:24:28.575083Z,2023-05-01,1
CkIBDFQCusBsUkoQA0/DAg==,B,2023-05-01T04:30:10.321383Z,2023-05-01,1
CkIBDFQCusBsUkoQA0/DAg==,B,2023-05-01T04:33:56.655744Z,2023-05-01,1
CkIBDFQCusBsUkoQA0/DAg==,B,2023-05-01T04:36:41.471414Z,2023-05-01,1
CkIBDFQCusBsUkoQA0/DAg==,B,2023-05-01T04:38:27.186422Z,2023-05-01,1
CkIBDFQCusBsUkoQA0/DAg==,B,2023-05-01T04:41:57.874020Z,2023-05-01,1
CkIBDFQCusBsUkoQA0/DAg==,B,2023-05-01T04:51:21.505327Z,2023-05-01,1
CkIBDFQCusBsUkoQA0/DAg==,B,2023-05-01T04:51:59.406590Z,2023-05-01,1
CkIGrFp2re2Au0zeQYwCAg==,B,2023-05-02T10:32:16.649703Z,2023-05-02,1
CkIGrFp2re2Au0zeQYwCAg==,B,2023-05-02T10:37:29.228960Z,2023-05-02,1
CkIGrFp2re2Au0zeQYwCAg==,B,2023-05-02T10:39:22.255661Z,2023-05-02,1
CkIGrFp2re2Au0zeQYwCAg==,B,2023-05-02T10:39:26.064199Z,2023-05-02,1
CkIKM1be4YMPWXjKBamAAg==,B,2023-05-01T05:53:51.224651Z,2023-05-01,1
CkIKM1be4YMPWXjKBamAAg==,B,2023-05-01T06:02:46.846303Z,2023-05-01,1
CkIKM1cY6SmGv0ejAy8IAg==,B,2023-05-01T13:12:02.701327Z,2023-05-01,1
CkIKM1cY6SmGv0ejAy8IAg==,B,2023-05-01T13:14:34.255061Z,2023-05-01,1
CkIKM1cY6SmGv0ejAy8IAg==,B,2023-05-01T13:28:08.227839Z,2023-05-01,1
CkIKM1cwocCjubIaDnwPAg==,B,2023-05-01T16:08:54.894860Z,2023-05-01,1
CkIKM1cwocCjubIaDnwPAg==,B,2023-05-01T16:24:03.870318Z,2023-05-01,1
CkIKM1cwocCjubIaDnwPAg==,B,2023-05-01T16:43:03.490704Z,2023-05-01,1
CkIKM1cwocCjubIaDnwPAg==,B,2023-05-01T16:45:51.887756Z,2023-05-01,1
CkIKM1cwocCjubIaDnwPAg==,B,2023-05-01T16:47:51.289461Z,2023-05-01,1
CkIKM1cwocCjubIaDnwPAg==,B,2023-05-01T16:49:44.441875Z,2023-05-01,1
CkIKM1cwocCjubIaDnwPAg==,B,2023-05-01T17:01:45.249248Z,2023-05-01,1
CkIKM1cwocCjubIaDnwPAg==,B,2023-05-01T17:05:51.210212Z,2023-05-01,1
CkIKM1cwocCjubIaDnwPAg==,B,2023-05-01T17:08:01.407495Z,2023-05-01,1
CkIKM1cwocCjubIaDnwPAg==,B,2023-05-01T17:19:39.863017Z,2023-05-01,1
CkIKM1pnk3SkjyQ8HA0VAg==,B,2023-05-01T19:22:46.146862Z,2023-05-01,1
CkIKM1pnk3SkjyQ8HA0VAg==,B,2023-05-01T19:23:30.171691Z,2023-05-01,1
CkIKM1pnk3SkjyQ8HA0VAg==,B,2023-05-01T19:24:17.017158Z,2023-05-01,1
CkIKM1pnk3SkjyQ8HA0VAg==,B,2023-05-01T19:24:44.807909Z,2023-05-01,1
CkIKM1pnk3SkjyQ8HA0VAg==,B,2023-05-01T19:29:10.793276Z,2023-05-01,1
CkIKM1pnk3SkjyQ8HA0VAg==,B,2023-05-01T19:30:12.085740Z,2023-05-01,1
CkIKM1pnk3SkjyQ8HA0VAg==,B,2023-05-01T19:32:02.196165Z,2023-05-01,1
CkIKM1pnk3SkjyQ8HA0VAg==,B,2023-05-01T19:33:46.599487Z,2023-05-01,1
CkIKM1pnk3SkjyQ8HA0VAg==,B,2023-05-01T19:34:38.158065Z,2023-05-01,1
CkIKM1pnk3SkjyQ8HA0VAg==,B,2023-05-01T19:35:40.407505Z,2023-05-01,1
CkIKM1qSuvmIBfYzCFAWAg==,B,2023-05-03T10:23:16.197177Z,2023-05-03,1
CkIKM1qSuvmIBfYzCFAWAg==,B,2023-05-03T10:25:00.710839Z,2023-05-03,1
CkIKM1qSuvmIBfYzCFAWAg==,B,2023-05-03T10:31:59.610933Z,2023-05-03,1
CkIKM1qSuvmIBfYzCFAWAg==,B,2023-05-03T10:33:00.394481Z,2023-05-03,1
CkZ42V1n/7iPSH2kBWNdAg==,A,2023-05-02T14:54:36.527473Z,2023-05-02,1
CkZ42V1n/7iPSH2kBWNdAg==,A,2023-05-02T15:16:38.799918Z,2023-05-02,1
CkZ42V3CsKW4V1coA4iMAg==,B,2023-05-02T13:56:19.382922Z,2023-05-02,1
CkZ42V3CsKW4V1coA4iMAg==,B,2023-05-02T14:18:15.223954Z,2023-05-02,1
CkZ42Vn3YLgZ2F04CN/GAg==,B,2023-05-03T07:40:42.492976Z,2023-05-03,1
CkZ42Vn3YLgZ2F04CN/GAg==,B,2023-05-03T07:55:03.461538Z,2023-05-03,1
CkZ42Vn3YLgZ2F04CN/GAg==,B,2023-05-03T08:02:33.397651Z,2023-05-03,1
CkZ4xF+T9XFO1yOBBDgQAg==,A,2023-05-03T19:42:34.934905Z,2023-05-03,1
CkZ4xF+T9XFO1yOBBDgQAg==,A,2023-05-03T19:44:04.314811Z,2023-05-03,1
CkZ4xF+T9XFO1yOBBDgQAg==,A,2023-05-03T19:50:24.396434Z,2023-05-03,1
CkZ4xF+T9XFO1yOBBDgQAg==,A,2023-05-03T19:51:34.533631Z,2023-05-03,1
CkZ4xF+T9XFO1yOBBDgQAg==,A,2023-05-03T19:53:24.906138Z,2023-05-03,1
CkZ4xF+T9XFO1yOBBDgQAg==,A,2023-05-03T19:55:38.115384Z,2023-05-03,1
CkZ4xF+T9XFO1yOBBDgQAg==,A,2023-05-03T19:57:50.448025Z,2023-05-03,1
CkZ4xF+T9XFO1yOBBDgQAg==,A,2023-05-03T20:12:23.085768Z,2023-05-03,1
CkZ4xF+T9XFO1yOBBDgQAg==,A,2023-05-03T20:14:09.441503Z,2023-05-03,1
CkZ4xF+T9XFO1yOBBDgQAg==,A,2023-05-03T20:15:04.872479Z,2023-05-03,1
CkZ4xF+T9XFO1yOBBDgQAg==,A,2023-05-03T20:22:33.697567Z,2023-05-03,1
CkZ4xF+T9XFO1yOBBDgQAg==,A,2023-05-03T20:30:05.098207Z,2023-05-03,1
CkZ4xF8YLAlro0UVA0ZbAg==,A,2023-05-03T09:35:14.179944Z,2023-05-03,1
CkZ4xF8YLAlro0UVA0ZbAg==,A,2023-05-03T09:38:51.517338Z,2023-05-03,1
CkZ4xF8YLAlro0UVA0ZbAg==,A,2023-05-03T09:39:44.880884Z,2023-05-03,1
CkZ4xF8YLAlro0UVA0ZbAg==,A,2023-05-03T09:40:43.875152Z,2023-05-03,1
CkZ4xF8YLAlro0UVA0ZbAg==,A,2023-05-03T09:41:05.727953Z,2023-05-03,1
CkZ4xF8YLAlro0UVA0ZbAg==,A,2023-05-03T10:00:40.271087Z,2023-05-03,1
CkZ4xF8YLAlro0UVA0ZbAg==,A,2023-05-03T10:01:40.758004Z,2023-05-03,1
CkZ4xF8YLAlro0UVA0ZbAg==,A,2023-05-04T05:00:49.840320Z,2023-05-04,2
CkZ4xF8YLAlro0UVA0ZbAg==,A,2023-05-04T05:02:15.650890Z,2023-05-04,2
CkZ4xF8YLAlro0UVA0ZbAg==,A,2023-05-04T05:03:20.591581Z,2023-05-04,2
CkZ4xF8YLAlro0UVA0ZbAg==,A,2023-05-04T05:13:59.457697Z,2023-05-04,2
CkZ4xF8YLAlro0UVA0ZbAg==,A,2023-05-04T05:19:04.366970Z,2023-05-04,2
CkZ4xFaXcRQOyEu3EOV5Ag==,A,2023-05-03T10:08:38.844971Z,2023-05-03,1
CkZ4xFaXcRQOyEu3EOV5Ag==,A,2023-05-03T10:09:36.843811Z,2023-05-03,1
CkZ4xFaXcRQOyEu3EOV5Ag==,A,2023-05-03T10:09:47.240991Z,2023-05-03,1
CkZ4xFaXcRQOyEu3EOV5Ag==,A,2023-05-03T10:17:33.859165Z,2023-05-03,1
CkZ4xFaXcRQOyEu3EOV5Ag==,A,2023-05-03T10:18:08.569238Z,2023-05-03,1
CkZ4xFaXcRQOyEu3EOV5Ag==,A,2023-05-03T10:18:42.634017Z,2023-05-03,1
CkZ4xFaXcRQOyEu3EOV5Ag==,A,2023-05-03T10:19:09.312832Z,2023-05-03,1
CkZ4xFaXcRQOyEu3EOV5Ag==,A,2023-05-03T10:20:08.393891Z,2023-05-03,1
CkZ4xFaXcRQOyEu3EOV5Ag==,A,2023-05-03T10:20:36.468430Z,2023-05-03,1
CkZ4xFaXcRQOyEu3EOV5Ag==,A,2023-05-03T10:21:21.594716Z,2023-05-03,1
CkZ4xFaXcRQOyEu3EOV5Ag==,A,2023-05-03T10:22:03.799355Z,2023-05-03,1
CkZ4xFzVEkK3IkuJBTv+Ag==,A,2023-05-03T07:40:24.186260Z,2023-05-03,1
CkZ4xFzVEkK3IkuJBTv+Ag==,A,2023-05-03T07:41:21.136220Z,2023-05-03,1
CkZ4xFzVEkK3IkuJBTv+Ag==,A,2023-05-03T07:42:34.741466Z,2023-05-03,1
CkZ4xFzVEkK3IkuJBTv+Ag==,A,2023-05-03T07:42:45.818715Z,2023-05-03,1
CkZ4xFzVEkK3IkuJBTv+Ag==,A,2023-05-03T07:44:43.263094Z,2023-05-03,1
CkZ4xFzVEkK3IkuJBTv+Ag==,A,2023-05-03T07:46:25.857937Z,2023-05-03,1
CkZ4xFzVEkK3IkuJBTv+Ag==,A,2023-05-03T07:46:41.694379Z,2023-05-03,1
CkZ4xFzVEkK3IkuJBTv+Ag==,A,2023-05-03T07:48:19.772887Z,2023-05-03,1
CkZ4xFzVEkK3IkuJBTv+Ag==,A,2023-05-03T07:48:42.795145Z,2023-05-03,1
CkZ4xFzVEkK3IkuJBTv+Ag==,A,2023-05-03T07:49:49.386288Z,2023-05-03,1
CkZ4xFzVEkK3IkuJBTv+Ag==,A,2023-05-03T07:50:19.720586Z,2023-05-03,1
CkZ4xFzVEkK3IkuJBTv+Ag==,A,2023-05-03T07:51:09.960622Z,2023-05-03,1
CmU8rmQ/AsuiNQAfA9UsAg==,B,2023-05-02T04:20:06.517445Z,2023-05-02,1
CmU8rmQ/AsuiNQAfA9UsAg==,B,2023-05-02T04:20:46.376893Z,2023-05-02,1
CmU8rmQ/AsuiNQAfA9UsAg==,B,2023-05-02T04:21:42.473939Z,2023-05-02,1
CmU8rmQ/AsuiNQAfA9UsAg==,B,2023-05-02T04:21:53.762177Z,2023-05-02,1
CmU8rmQ/AsuiNQAfA9UsAg==,B,2023-05-02T04:22:25.073560Z,2023-05-02,1
CmU8rmQ/AsuiNQAfA9UsAg==,B,2023-05-02T04:23:38.155142Z,2023-05-02,1
CmU8rmQ/AsuiNQAfA9UsAg==,B,2023-05-02T04:26:40.132044Z,2023-05-02,1
CmU8rmQ/AsuiNQAfA9UsAg==,B,2023-05-02T04:26:57.680729Z,2023-05-02,1
CmU8rmQ/AsuiNQAfA9UsAg==,B,2023-05-02T04:30:56.878464Z,2023-05-02,1
CmURgmPao4CAYgAfA7PGAg==,B,2023-05-01T15:48:54.814500Z,2023-05-01,1
CmURgmPao4CAYgAfA7PGAg==,B,2023-05-01T15:51:39.667471Z,2023-05-01,1
CmURgmPao4CAYgAfA7PGAg==,B,2023-05-01T15:56:38.627883Z,2023-05-01,1
CmUS5GRP3ZBhMAAgAxnPAg==,B,2023-05-01T15:41:55.094702Z,2023-05-01,1
CmUS5GRP3ZBhMAAgAxnPAg==,B,2023-05-01T15:42:18.271181Z,2023-05-01,1
CmUS5GRP3ZBhMAAgAxnPAg==,B,2023-05-01T15:45:13.171148Z,2023-05-01,1
CmUS5GRP3ZBhMAAgAxnPAg==,B,2023-05-01T15:46:31.241081Z,2023-05-01,1
CmUS5GRP3ZBhMAAgAxnPAg==,B,2023-05-01T15:46:57.148452Z,2023-05-01,1
CmUS5GRP3ZBhMAAgAxnPAg==,B,2023-05-01T15:47:27.491254Z,2023-05-01,1
CmUS5GRP3ZBhMAAgAxnPAg==,B,2023-05-01T15:48:56.578906Z,2023-05-01,1
CmUS5GRP3ZBhMAAgAxnPAg==,B,2023-05-01T15:49:44.347760Z,2023-05-01,1
CmUS5GRP3ZBhMAAgAxnPAg==,B,2023-05-01T15:50:23.123679Z,2023-05-01,1
CmUS5GRP3ZBhMAAgAxnPAg==,B,2023-05-01T15:51:11.888329Z,2023-05-01,1
CmUYg2RQBMG6vgAeAy8wAg==,B,2023-05-01T18:28:32.711367Z,2023-05-01,1
CmUYg2RQBMG6vgAeAy8wAg==,B,2023-05-01T18:28:35.350718Z,2023-05-01,1
CmUYg2RQBMG6vgAeAy8wAg==,B,2023-05-01T18:34:18.773290Z,2023-05-01,1
CmUYg2RQBoa6IwAfAzBuAg==,B,2023-05-01T18:36:35.722884Z,2023-05-01,1
CmUYg2RQBoa6IwAfAzBuAg==,B,2023-05-01T18:38:05.283319Z,2023-05-01,1
CmUYg2RQBoa6IwAfAzBuAg==,B,2023-05-01T18:38:47.907343Z,2023-05-01,1
CmUYg2RQBoa6IwAfAzBuAg==,B,2023-05-01T18:40:16.492921Z,2023-05-01,1
CmUYg2RQBoa6IwAfAzBuAg==,B,2023-05-01T18:41:47.027388Z,2023-05-01,1
CmUYg2RQBoa6IwAfAzBuAg==,B,2023-05-01T18:42:20.025305Z,2023-05-01,1
CmUYg2RQBoa6IwAfAzBuAg==,B,2023-05-01T18:43:40.873161Z,2023-05-01,1
CmUYg2RQBoa6IwAfAzBuAg==,B,2023-05-01T18:44:13.452142Z,2023-05-01,1
CmUYg2RQBoa6IwAfAzBuAg==,B,2023-05-01T18:44:33.771298Z,2023-05-01,1
CmUYg2RQBoa6IwAfAzBuAg==,B,2023-05-01T18:45:01.845517Z,2023-05-01,1
CmUYg2RQBoa6IwAfAzBuAg==,B,2023-05-01T18:45:19.193390Z,2023-05-01,1
CmUYg2RQBoa6IwAfAzBuAg==,B,2023-05-01T18:45:30.105938Z,2023-05-01,1
CmUYg2RQBoa6IwAfAzBuAg==,B,2023-05-01T18:45:34.819401Z,2023-05-01,1
CmUYg2RQBoa6IwAfAzBuAg==,B,2023-05-01T18:46:04.255873Z,2023-05-01,1
CmUYg2RQBoa6IwAfAzBuAg==,B,2023-05-01T18:46:27.033011Z,2023-05-01,1
CmUYg2RRukS6vgAeBCGGAg==,A,2023-05-03T01:53:23.289580Z,2023-05-03,1
CmUYg2RRukS6vgAeBCGGAg==,A,2023-05-03T01:54:48.840566Z,2023-05-03,1
CmUYg2RRukS6vgAeBCGGAg==,A,2023-05-03T01:56:42.819428Z,2023-05-03,1
CmUYg2RRukS6vgAeBCGGAg==,A,2023-05-03T01:57:55.781230Z,2023-05-03,1
CmUYg2RRukS6vgAeBCGGAg==,A,2023-05-03T01:58:17.775520Z,2023-05-03,1
CmUYg2RRukS6vgAeBCGGAg==,A,2023-05-03T02:00:42.283704Z,2023-05-03,1
CmUYg2RRukS6vgAeBCGGAg==,A,2023-05-03T02:01:17.881427Z,2023-05-03,1
CmUYg2RRukS6vgAeBCGGAg==,A,2023-05-03T02:01:17.927868Z,2023-05-03,1
CmUYg2RRukS6vgAeBCGGAg==,A,2023-05-03T02:01:35.105579Z,2023-05-03,1
CmUYg2RRxp67NwAgBCexAg==,A,2023-05-03T02:28:40.438846Z,2023-05-03,1
CmUYg2RRxp67NwAgBCexAg==,A,2023-05-03T02:29:57.684895Z,2023-05-03,1
CmUYg2RRxp67NwAgBCexAg==,A,2023-05-03T02:43:01.874037Z,2023-05-03,1
CmUYg2RRxp67NwAgBCexAg==,A,2023-05-03T02:58:02.096734Z,2023-05-03,1
CmUYg2RRxp67NwAgBCexAg==,A,2023-05-03T02:58:39.512111Z,2023-05-03,1
CmUYg2RRxp67NwAgBCexAg==,A,2023-05-03T03:01:46.817082Z,2023-05-03,1
CmUYg2RRxp67NwAgBCexAg==,A,2023-05-03T03:02:14.867314Z,2023-05-03,1
CmUYg2RRxp67NwAgBCexAg==,A,2023-05-03T03:02:41.267859Z,2023-05-03,1
CmUYg2RRxp67NwAgBCexAg==,A,2023-05-03T03:03:19.898991Z,2023-05-03,1
CmUYg2RRxp67NwAgBCexAg==,A,2023-05-03T03:03:42.971890Z,2023-05-03,1
CmUYg2RRxp67NwAgBCexAg==,A,2023-05-03T03:04:48.737964Z,2023-05-03,1
CmUYg2RRxp67NwAgBCexAg==,A,2023-05-03T03:05:21.281172Z,2023-05-03,1
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01T14:31:23.549427Z,2023-05-01,1
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01T14:31:26.183569Z,2023-05-01,1
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01T14:31:26.771865Z,2023-05-01,1
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01T14:31:29.228461Z,2023-05-01,1
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01T14:31:59.239770Z,2023-05-01,1
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01T14:32:12.796519Z,2023-05-01,1
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01T14:32:17.227691Z,2023-05-01,1
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01T14:32:17.624708Z,2023-05-01,1
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01T14:32:18.815282Z,2023-05-01,1
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01T14:34:27.442909Z,2023-05-01,1
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01T14:35:20.617351Z,2023-05-01,1
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01T14:35:41.405304Z,2023-05-01,1
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01T14:36:18.863504Z,2023-05-01,1
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01T14:36:20.015367Z,2023-05-01,1
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01T14:36:24.625782Z,2023-05-01,1
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01T14:36:26.761613Z,2023-05-01,1
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01T14:36:39.504270Z,2023-05-01,1
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01T14:38:14.056795Z,2023-05-01,1
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01T14:38:19.891452Z,2023-05-01,1
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01T14:38:27.397986Z,2023-05-01,1
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01T14:38:34.550870Z,2023-05-01,1
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01T14:38:53.306542Z,2023-05-01,1
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01T14:39:04.627170Z,2023-05-01,1
CmUu6mPawQg6igAeCnO3Ag==,A,2023-05-03T12:41:46.664266Z,2023-05-03,1
CmUu6mPawQg6igAeCnO3Ag==,A,2023-05-03T12:41:55.052680Z,2023-05-03,1
CmUu6mPawQg6igAeCnO3Ag==,A,2023-05-03T12:48:32.804408Z,2023-05-03,1
CmUu6mPawQg6igAeCnO3Ag==,A,2023-05-03T12:51:41.432088Z,2023-05-03,1
CmYBEmRS7EKikQAhA1n1Ag==,B,2023-05-03T23:20:40.305614Z,2023-05-03,1
CmYBEmRS7EKikQAhA1n1Ag==,B,2023-05-03T23:21:11.455779Z,2023-05-03,1
CmYBEmRS7EKikQAhA1n1Ag==,B,2023-05-03T23:21:58.119001Z,2023-05-03,1
CmYBEmRS7EKikQAhA1n1Ag==,B,2023-05-03T23:25:09.233440Z,2023-05-03,1
CmYBEmRS7EKikQAhA1n1Ag==,B,2023-05-03T23:25:33.629998Z,2023-05-03,1
CmYBEmRS7EKikQAhA1n1Ag==,B,2023-05-03T23:26:08.101939Z,2023-05-03,1
Cmo/7GRL8d0T+QAhAwnBAg==,A,2023-05-01T07:40:38.564023Z,2023-05-01,1
Cmo/7GRL8d0T+QAhAwnBAg==,A,2023-05-01T07:40:57.250489Z,2023-05-01,1
Cmo/7GRL8d0T+QAhAwnBAg==,A,2023-05-01T07:41:07.405047Z,2023-05-01,1
Cmo/7GRL8d0T+QAhAwnBAg==,A,2023-05-01T07:41:52.393015Z,2023-05-01,1
Cmo/7GRL8d0T+QAhAwnBAg==,A,2023-05-01T07:42:19.887455Z,2023-05-01,1
Cmo/7GRL8d0T+QAhAwnBAg==,A,2023-05-01T07:43:19.198965Z,2023-05-01,1
Cmo/7GRL8d0T+QAhAwnBAg==,A,2023-05-01T07:44:38.488568Z,2023-05-01,1
Cmo/7GRL8d0T+QAhAwnBAg==,A,2023-05-01T07:45:44.633221Z,2023-05-01,1
Cmo/7GRL8d0T+QAhAwnBAg==,A,2023-05-01T07:46:12.218508Z,2023-05-01,1
Cmo/7GRL8d0T+QAhAwnBAg==,A,2023-05-01T07:49:37.212839Z,2023-05-01,1
Cmo/7GRL8d0T+QAhAwnBAg==,A,2023-05-01T07:50:53.168909Z,2023-05-01,1
Cmo/7GRL8d0T+QAhAwnBAg==,A,2023-05-01T12:05:13.185990Z,2023-05-01,2
Cmo/7GRL8d0T+QAhAwnBAg==,A,2023-05-01T12:06:51.033068Z,2023-05-01,2
Cmo/7GRL8d0T+QAhAwnBAg==,A,2023-05-01T12:12:03.676868Z,2023-05-01,2
Cmo/7GRL8d0T+QAhAwnBAg==,A,2023-05-01T12:13:08.439264Z,2023-05-01,2
